transaction_id,customer_id,date,product_id,quantity,amount,channel
T0017353,C001775,2024-08-11,P000082,2,339.62,Online
T0003477,C000357,2024-08-11,P000032,1,22.41,App
T0015846,C001632,2024-08-11,P000003,2,256.35,Store
T0036420,C003787,2024-08-11,P000107,3,73.21,Online
T0018526,C001897,2024-08-11,P000122,2,89.91,Online
T0036855,C003833,2024-08-11,P000157,2,42.73,App
T0006372,C000646,2024-08-11,P000155,2,52.7,Online
T0023334,C002416,2024-08-11,P000113,1,15.6,Online
T0004918,C000496,2024-08-11,P000182,3,701.95,Online
T0016122,C001656,2024-08-11,P000034,2,238.35,App
T0033512,C003473,2024-08-11,P000050,1,47.99,App
T0026834,C002789,2024-08-11,P000117,2,105.28,Online
T0004420,C000445,2024-08-11,P000028,1,36.71,Online
T0047529,C004980,2024-08-11,P000103,1,133.33,Online
T0001281,C000131,2024-08-11,P000190,2,290.99,Store
T0045788,C004777,2024-08-12,P000181,4,79.36,App
T0014673,C001514,2024-08-12,P000166,2,140.9,App
T0012691,C001301,2024-08-12,P000021,2,567.09,Online
T0011076,C001143,2024-08-12,P000081,1,16.09,Online
T0043374,C004522,2024-08-12,P000057,2,129.69,Store
T0021393,C002199,2024-08-12,P000159,1,147.46,Online
T0017852,C001827,2024-08-12,P000068,1,58.27,Store
T0028012,C002912,2024-08-12,P000100,3,63.83,App
T0035914,C003735,2024-08-12,P000098,1,60.77,Store
T0014051,C001451,2024-08-12,P000109,1,376.71,Online
T0025224,C002615,2024-08-12,P000035,1,50.61,Online
T0005753,C000580,2024-08-12,P000048,1,14.31,Store
T0023509,C002433,2024-08-12,P000157,3,53.41,Online
T0012903,C001328,2024-08-12,P000197,1,61.78,Online
T0028755,C002976,2024-08-12,P000026,1,44.99,Online
T0000721,C000073,2024-08-12,P000024,1,248.53,Store
T0027050,C002814,2024-08-12,P000036,4,449.83,Online
T0028386,C002940,2024-08-12,P000147,3,936.25,Online
T0003540,C000365,2024-08-12,P000176,2,228.08,App
T0001956,C000208,2024-08-12,P000041,1,177.96,App
T0035468,C003690,2024-08-12,P000150,4,714.48,Online
T0006280,C000639,2024-08-12,P000116,2,26.38,App
T0013217,C001362,2024-08-12,P000069,1,46.27,App
T0019227,C001966,2024-08-12,P000097,2,168.36,App
T0039567,C004129,2024-08-12,P000120,2,74.45,Online
T0016345,C001678,2024-08-12,P000106,3,248.33,Online
T0000707,C000071,2024-08-12,P000191,1,148.37,Online
T0022957,C002372,2024-08-12,P000112,3,611.92,Online
T0035784,C003722,2024-08-12,P000029,2,37.58,Online
T0003165,C000328,2024-08-12,P000168,4,149.92,Store
T0036421,C003787,2024-08-12,P000102,4,75.64,Store
T0023284,C002409,2024-08-12,P000181,3,63.27,Online
T0036596,C003804,2024-08-12,P000026,2,88.37,Online
T0036824,C003831,2024-08-12,P000059,2,61.18,Online
T0045049,C004698,2024-08-12,P000131,1,102.97,App
T0043964,C004583,2024-08-12,P000041,1,157.68,Online
T0028143,C002921,2024-08-12,P000117,1,57.01,Online
T0002588,C000265,2024-08-12,P000076,1,41.73,Online
T0020958,C002156,2024-08-12,P000065,1,69.56,Online
T0027600,C002876,2024-08-12,P000125,2,437.71,Online
T0003228,C000335,2024-08-12,P000074,2,132.28,Online
T0025240,C002616,2024-08-12,P000130,1,230.46,Store
T0001013,C000104,2024-08-12,P000093,3,54.33,Online
T0031174,C003231,2024-08-12,P000196,1,120.56,Online
T0016318,C001676,2024-08-12,P000064,3,335.45,Store
T0023630,C002440,2024-08-12,P000066,2,597.64,Store
T0005087,C000515,2024-08-12,P000172,2,124.57,Online
T0038385,C004012,2024-08-12,P000056,3,143.97,Online
T0024269,C002511,2024-08-12,P000098,2,132.97,Store
T0003219,C000334,2024-08-12,P000093,4,72.63,Online
T0023347,C002418,2024-08-13,P000159,2,302.72,Store
T0016107,C001654,2024-08-13,P000167,2,495.98,Online
T0035579,C003699,2024-08-13,P000031,2,100.39,Online
T0019179,C001960,2024-08-13,P000125,3,673.84,App
T0001790,C000186,2024-08-13,P000131,1,93.32,Online
T0001415,C000147,2024-08-13,P000013,1,49.15,Online
T0033623,C003487,2024-08-13,P000172,1,59.51,Store
T0030660,C003185,2024-08-13,P000090,1,40.75,Online
T0013126,C001352,2024-08-13,P000157,2,38.61,Store
T0013356,C001376,2024-08-13,P000036,3,394.75,Store
T0035381,C003681,2024-08-13,P000068,4,245.19,App
T0017528,C001793,2024-08-13,P000064,2,195.5,Store
T0017529,C001793,2024-08-13,P000065,1,73.76,Online
T0016077,C001651,2024-08-13,P000068,3,176.82,Online
T0013428,C001387,2024-08-13,P000127,2,77.64,Store
T0042214,C004399,2024-08-13,P000160,2,210.87,Online
T0047227,C004947,2024-08-13,P000033,2,529.94,App
T0008261,C000841,2024-08-13,P000163,1,18.05,Store
T0007271,C000735,2024-08-13,P000016,1,257.38,Online
T0009652,C000976,2024-08-13,P000193,1,63.44,Online
T0015028,C001542,2024-08-13,P000108,2,30.63,Online
T0017452,C001785,2024-08-13,P000075,1,20.71,Store
T0042173,C004396,2024-08-13,P000001,3,1034.67,Store
T0016008,C001644,2024-08-13,P000143,1,25.47,Online
T0009356,C000946,2024-08-13,P000043,3,130.83,Store
T0016612,C001705,2024-08-13,P000137,3,806.38,Store
T0006931,C000701,2024-08-13,P000032,1,20.39,Online
T0017680,C001807,2024-08-13,P000044,2,675.67,Online
T0020612,C002120,2024-08-13,P000094,2,60.95,Online
T0045706,C004770,2024-08-13,P000153,1,131.05,Online
T0025181,C002609,2024-08-13,P000071,3,194.14,Store
T0039463,C004118,2024-08-13,P000074,2,143.5,Store
T0001214,C000127,2024-08-13,P000068,1,51.67,Online
T0030858,C003202,2024-08-13,P000152,2,302.33,Online
T0040690,C004237,2024-08-13,P000137,3,860.44,App
T0015768,C001622,2024-08-13,P000144,2,84.87,App
T0025437,C002641,2024-08-13,P000034,2,235.56,App
T0044072,C004591,2024-08-13,P000140,1,78.41,Store
T0032474,C003358,2024-08-13,P000086,1,47.9,Online
T0033026,C003420,2024-08-13,P000083,1,250.68,Online
T0008148,C000827,2024-08-13,P000014,2,314.74,App
T0029674,C003074,2024-08-13,P000098,1,66.6,Online
T0041573,C004330,2024-08-13,P000005,2,130.07,Online
T0003269,C000337,2024-08-13,P000032,2,44.25,App
T0005620,C000566,2024-08-13,P000026,2,102.22,Store
T0032443,C003356,2024-08-13,P000148,3,442.28,Online
T0027891,C002904,2024-08-13,P000112,1,180.91,App
T0011929,C001232,2024-08-13,P000145,3,827.45,Online
T0021695,C002231,2024-08-13,P000071,3,185.08,Online
T0029415,C003045,2024-08-13,P000188,3,1010.58,Store
T0029791,C003088,2024-08-13,P000171,2,271.86,Online
T0008082,C000821,2024-08-13,P000117,4,247.32,Online
T0032892,C003409,2024-08-13,P000149,3,138.45,Store
T0047331,C004962,2024-08-13,P000138,2,18.39,Store
T0018561,C001901,2024-08-13,P000190,1,132.25,Online
T0025413,C002639,2024-08-13,P000120,2,72.06,Online
T0025881,C002692,2024-08-13,P000036,1,121.83,Online
T0018435,C001891,2024-08-13,P000131,4,361.83,Online
T0006904,C000700,2024-08-13,P000195,1,231.32,Store
T0037890,C003965,2024-08-13,P000059,3,94.2,Store
T0039766,C004153,2024-08-13,P000169,2,433.58,Store
T0002551,C000261,2024-08-13,P000024,1,284.76,Online
T0030643,C003184,2024-08-14,P000199,2,170.98,Online
T0031924,C003307,2024-08-14,P000123,3,238.56,Online
T0025326,C002627,2024-08-14,P000069,3,141.1,App
T0026098,C002712,2024-08-14,P000133,1,13.26,Online
T0020909,C002152,2024-08-14,P000127,5,174.95,Online
T0018186,C001865,2024-08-14,P000121,1,36.29,Online
T0046349,C004843,2024-08-14,P000054,3,435.86,App
T0008555,C000875,2024-08-14,P000152,5,761.92,Store
T0021758,C002237,2024-08-14,P000074,3,199.16,Store
T0021262,C002188,2024-08-14,P000024,1,297.77,App
T0003329,C000341,2024-08-14,P000118,3,157.66,Online
T0002864,C000296,2024-08-14,P000125,2,427.27,App
T0028067,C002915,2024-08-14,P000161,2,250.84,App
T0034356,C003570,2024-08-14,P000141,1,331.35,Online
T0006467,C000655,2024-08-14,P000069,2,92.64,Store
T0028693,C002971,2024-08-14,P000068,2,113.53,Store
T0015465,C001593,2024-08-14,P000163,2,36.25,Online
T0028145,C002921,2024-08-14,P000021,5,1406.84,Online
T0035768,C003720,2024-08-14,P000121,4,149.94,Store
T0007819,C000790,2024-08-14,P000123,1,72.78,Online
T0042965,C004476,2024-08-14,P000011,3,116.05,Online
T0016106,C001654,2024-08-14,P000119,1,286.67,Online
T0042688,C004448,2024-08-14,P000129,1,55.04,Online
T0041037,C004271,2024-08-14,P000164,1,15.34,Online
T0008454,C000865,2024-08-14,P000055,3,118.89,Store
T0013961,C001440,2024-08-14,P000111,1,82.78,Store
T0003951,C000404,2024-08-14,P000121,1,39.02,Online
T0005523,C000557,2024-08-14,P000086,1,51.55,Online
T0002550,C000261,2024-08-14,P000024,3,840.49,Store
T0000886,C000088,2024-08-14,P000066,5,1448.24,App
T0030187,C003136,2024-08-14,P000143,3,85.41,Online
T0007411,C000750,2024-08-14,P000082,3,510.46,Online
T0018125,C001861,2024-08-14,P000198,2,266.52,Online
T0010413,C001073,2024-08-14,P000027,1,76.52,Store
T0003084,C000320,2024-08-14,P000045,2,361.97,App
T0017192,C001757,2024-08-14,P000046,2,560.24,Store
T0023684,C002447,2024-08-14,P000181,3,71.4,Online
T0043408,C004527,2024-08-14,P000064,3,302.83,App
T0028515,C002953,2024-08-14,P000154,2,71.16,Online
T0011044,C001141,2024-08-14,P000164,2,26.73,Online
T0043237,C004505,2024-08-14,P000010,4,144.6,Online
T0033532,C003475,2024-08-14,P000028,1,39.47,Online
T0027568,C002868,2024-08-14,P000119,2,582.23,App
T0033640,C003488,2024-08-14,P000008,4,207.24,Online
T0015935,C001638,2024-08-14,P000035,2,116.15,App
T0023013,C002377,2024-08-14,P000051,2,281.94,App
T0022135,C002286,2024-08-14,P000108,2,30.53,App
T0034303,C003564,2024-08-14,P000197,3,199.71,Online
T0025480,C002644,2024-08-14,P000158,3,54.97,Store
T0013744,C001417,2024-08-14,P000097,1,89.95,Store
T0028013,C002912,2024-08-14,P000141,1,337.07,Online
T0038488,C004024,2024-08-14,P000102,3,57.88,Store
T0042758,C004453,2024-08-14,P000023,1,14.37,Online
T0030991,C003213,2024-08-14,P000027,1,64.46,Online
T0042794,C004458,2024-08-14,P000084,2,83.52,Online
T0030757,C003194,2024-08-14,P000082,2,312.7,Online
T0009123,C000920,2024-08-14,P000155,2,46.77,Store
T0032561,C003371,2024-08-14,P000027,1,74.18,Online
T0003414,C000349,2024-08-14,P000102,2,37.29,App
T0016466,C001692,2024-08-14,P000139,2,153.95,Online
T0004097,C000414,2024-08-14,P000163,3,54.66,Store
T0011806,C001220,2024-08-14,P000054,1,158.6,App
T0032586,C003373,2024-08-14,P000078,2,460.11,Online
T0010948,C001132,2024-08-14,P000017,3,186.61,Store
T0030219,C003138,2024-08-14,P000052,1,52.24,App
T0029961,C003112,2024-08-14,P000068,1,56.7,Online
T0023497,C002432,2024-08-14,P000030,1,16.99,Store
T0034789,C003617,2024-08-15,P000166,1,69.32,Online
T0046774,C004890,2024-08-15,P000138,1,9.8,Online
T0002211,C000232,2024-08-15,P000105,3,130.22,Online
T0041470,C004318,2024-08-15,P000030,1,16.63,Online
T0009522,C000964,2024-08-15,P000048,3,46.1,Online
T0003415,C000349,2024-08-15,P000178,2,39.6,Online
T0047695,C004993,2024-08-15,P000178,1,19.23,Online
T0032175,C003328,2024-08-15,P000008,2,98.46,App
T0001946,C000206,2024-08-15,P000096,3,215.02,Store
T0006518,C000660,2024-08-15,P000190,1,155.61,Store
T0008246,C000839,2024-08-15,P000053,1,8.3,App
T0022576,C002336,2024-08-15,P000155,1,26.47,App
T0045694,C004769,2024-08-15,P000167,2,498.27,Online
T0013775,C001419,2024-08-15,P000014,3,482.37,Store
T0005212,C000529,2024-08-15,P000091,1,111.59,Online
T0046912,C004909,2024-08-15,P000049,2,336.22,Online
T0026057,C002709,2024-08-15,P000186,3,97.2,Online
T0012429,C001276,2024-08-15,P000155,3,66.37,App
T0030569,C003174,2024-08-15,P000162,1,330.03,App
T0045789,C004777,2024-08-15,P000089,2,400.66,Online
T0009051,C000914,2024-08-15,P000061,3,537.96,App
T0027742,C002891,2024-08-15,P000019,4,406.57,Online
T0013905,C001433,2024-08-15,P000013,5,223.16,App
T0022507,C002329,2024-08-15,P000072,2,525.46,Online
T0043756,C004559,2024-08-15,P000038,1,52.51,Online
T0035090,C003651,2024-08-15,P000147,2,538.9,Online
T0033651,C003489,2024-08-15,P000009,1,23.07,Online
T0002673,C000275,2024-08-15,P000088,3,331.35,Online
T0019413,C001982,2024-08-15,P000109,3,935.73,Online
T0033850,C003512,2024-08-15,P000021,2,592.0,Store
T0020910,C002152,2024-08-15,P000185,1,109.74,Store
T0039376,C004108,2024-08-15,P000003,1,113.1,Online
T0031327,C003248,2024-08-15,P000084,2,71.19,Online
T0040187,C004191,2024-08-15,P000068,1,57.63,Online
T0040412,C004208,2024-08-15,P000130,1,211.64,Online
T0042198,C004397,2024-08-15,P000116,4,58.65,Online
T0039097,C004080,2024-08-15,P000121,2,72.9,Store
T0013557,C001399,2024-08-15,P000183,3,918.71,Online
T0008604,C000879,2024-08-15,P000196,1,128.29,Online
T0006891,C000699,2024-08-15,P000177,1,66.72,Online
T0001403,C000146,2024-08-15,P000109,2,754.11,App
T0023574,C002436,2024-08-15,P000191,1,166.38,App
T0035481,C003691,2024-08-15,P000116,4,62.12,Store
T0013125,C001352,2024-08-15,P000066,1,303.42,Store
T0035558,C003697,2024-08-15,P000135,3,61.99,App
T0033376,C003459,2024-08-15,P000136,1,60.4,Online
T0047644,C004989,2024-08-15,P000034,2,244.42,Online
T0008354,C000855,2024-08-15,P000091,1,117.65,Online
T0021526,C002211,2024-08-15,P000133,2,28.21,Store
T0027355,C002848,2024-08-15,P000170,3,212.78,App
T0005881,C000595,2024-08-15,P000079,2,278.7,Online
T0027354,C002848,2024-08-15,P000152,2,345.32,Online
T0010900,C001126,2024-08-15,P000138,2,18.59,Online
T0031041,C003218,2024-08-15,P000004,1,53.22,Online
T0042455,C004421,2024-08-16,P000149,2,86.16,App
T0009106,C000919,2024-08-16,P000147,5,1583.37,Online
T0032007,C003315,2024-08-16,P000009,3,70.09,Online
T0032214,C003335,2024-08-16,P000188,3,912.38,Store
T0043453,C004532,2024-08-16,P000042,1,78.47,Online
T0012198,C001257,2024-08-16,P000194,3,62.76,Store
T0043087,C004490,2024-08-16,P000127,2,76.09,App
T0022115,C002283,2024-08-16,P000055,3,120.89,Online
T0037933,C003970,2024-08-16,P000019,2,176.7,Online
T0000409,C000046,2024-08-16,P000052,3,141.12,Online
T0002045,C000216,2024-08-16,P000181,2,44.49,Online
T0016800,C001722,2024-08-16,P000169,1,258.6,Online
T0006468,C000655,2024-08-16,P000022,2,20.76,Store
T0022182,C002293,2024-08-16,P000175,2,89.03,Online
T0047255,C004950,2024-08-16,P000100,1,22.39,Online
T0015535,C001599,2024-08-16,P000078,2,528.54,App
T0015887,C001635,2024-08-16,P000156,2,198.73,Online
T0029338,C003035,2024-08-16,P000153,4,452.31,Online
T0006877,C000698,2024-08-16,P000156,2,186.8,Store
T0012314,C001268,2024-08-16,P000055,1,38.44,App
T0021952,C002263,2024-08-16,P000133,4,48.3,App
T0047598,C004983,2024-08-16,P000074,1,60.55,Store
T0017589,C001799,2024-08-16,P000173,3,547.04,Store
T0007703,C000779,2024-08-16,P000040,5,265.3,Store
T0010192,C001043,2024-08-16,P000111,2,151.14,Online
T0044612,C004655,2024-08-16,P000030,1,15.22,App
T0035135,C003655,2024-08-16,P000054,2,288.75,Store
T0016204,C001665,2024-08-16,P000124,1,59.22,App
T0017422,C001783,2024-08-16,P000114,1,63.54,Online
T0047734,C004997,2024-08-16,P000005,1,73.4,Online
T0003784,C000389,2024-08-16,P000099,2,56.41,Online
T0045986,C004795,2024-08-16,P000059,1,31.55,Store
T0004946,C000500,2024-08-16,P000153,1,111.16,Online
T0044140,C004599,2024-08-16,P000140,1,79.01,Store
T0033568,C003480,2024-08-16,P000014,1,136.71,App
T0010857,C001122,2024-08-16,P000044,1,324.22,Store
T0013463,C001389,2024-08-16,P000090,2,90.97,Store
T0036251,C003768,2024-08-16,P000095,3,635.26,Online
T0038572,C004033,2024-08-16,P000093,3,60.3,Online
T0012524,C001285,2024-08-16,P000158,2,39.96,App
T0029224,C003029,2024-08-16,P000099,1,26.27,Store
T0033289,C003445,2024-08-16,P000112,1,205.57,Online
T0035349,C003676,2024-08-16,P000119,1,327.37,Store
T0025801,C002682,2024-08-16,P000133,1,13.22,Store
T0013355,C001376,2024-08-16,P000133,2,27.06,Store
T0032774,C003395,2024-08-16,P000180,2,66.2,Store
T0034418,C003578,2024-08-16,P000182,2,443.25,Online
T0036053,C003748,2024-08-16,P000043,4,155.91,App
T0021094,C002173,2024-08-16,P000065,2,148.01,Store
T0025495,C002645,2024-08-16,P000148,1,146.16,App
T0029979,C003114,2024-08-16,P000055,2,67.95,Online
T0015739,C001620,2024-08-16,P000159,2,320.56,Online
T0047696,C004993,2024-08-16,P000170,2,147.69,Store
T0021735,C002234,2024-08-16,P000072,5,1221.99,Store
T0045454,C004744,2024-08-16,P000183,1,294.98,App
T0033346,C003455,2024-08-16,P000033,1,248.34,Online
T0031661,C003282,2024-08-16,P000175,1,43.97,Online
T0019043,C001944,2024-08-17,P000149,2,100.04,Online
T0039793,C004156,2024-08-17,P000007,1,19.14,Online
T0045504,C004752,2024-08-17,P000046,2,535.87,App
T0035117,C003654,2024-08-17,P000135,1,21.47,Online
T0021653,C002225,2024-08-17,P000020,4,224.2,Online
T0024328,C002518,2024-08-17,P000027,2,136.13,Store
T0038257,C004001,2024-08-17,P000134,2,72.19,Store
T0033534,C003475,2024-08-17,P000037,1,12.74,App
T0040217,C004195,2024-08-17,P000039,1,30.67,Store
T0025076,C002596,2024-08-17,P000157,2,42.74,Store
T0001282,C000131,2024-08-17,P000142,2,22.21,App
T0035089,C003651,2024-08-17,P000046,3,880.71,Store
T0006815,C000692,2024-08-17,P000056,4,186.5,Online
T0001974,C000210,2024-08-17,P000167,1,224.06,Store
T0043196,C004502,2024-08-17,P000161,1,136.05,Online
T0003613,C000373,2024-08-17,P000116,3,41.75,Online
T0028516,C002953,2024-08-17,P000092,2,340.18,Online
T0011270,C001159,2024-08-17,P000193,3,182.89,Online
T0016854,C001728,2024-08-17,P000042,1,74.51,Online
T0007261,C000734,2024-08-17,P000096,3,214.1,App
T0018386,C001882,2024-08-17,P000123,1,77.87,App
T0002751,C000285,2024-08-17,P000049,3,506.0,Online
T0010490,C001082,2024-08-17,P000072,2,530.99,Store
T0022472,C002325,2024-08-17,P000017,2,129.99,App
T0028350,C002937,2024-08-17,P000061,2,301.7,Online
T0040263,C004199,2024-08-17,P000104,2,42.99,Store
T0039934,C004167,2024-08-17,P000084,2,74.58,Online
T0045345,C004730,2024-08-17,P000077,1,183.51,App
T0043963,C004583,2024-08-17,P000173,2,313.7,Store
T0037618,C003936,2024-08-17,P000147,3,786.82,App
T0003645,C000375,2024-08-17,P000004,1,49.06,Store
T0019180,C001960,2024-08-17,P000049,2,368.46,Store
T0036980,C003850,2024-08-17,P000160,4,389.78,Online
T0041816,C004359,2024-08-17,P000170,3,214.73,Online
T0044269,C004615,2024-08-17,P000104,2,35.83,Store
T0026543,C002760,2024-08-17,P000144,1,47.75,Store
T0020421,C002099,2024-08-17,P000001,2,614.56,Online
T0014256,C001470,2024-08-17,P000024,2,494.18,Online
T0022043,C002275,2024-08-17,P000163,3,51.37,Online
T0012611,C001294,2024-08-17,P000047,3,81.94,Online
T0045655,C004765,2024-08-17,P000183,1,302.74,Online
T0014900,C001533,2024-08-17,P000107,1,21.65,Online
T0019109,C001950,2024-08-17,P000084,1,39.46,App
T0025209,C002613,2024-08-17,P000136,1,67.46,Online
T0020534,C002112,2024-08-17,P000010,3,129.06,Online
T0009664,C000978,2024-08-17,P000041,2,337.05,Online
T0023411,C002423,2024-08-17,P000007,2,41.97,Store
T0008606,C000879,2024-08-17,P000009,2,47.94,App
T0014284,C001472,2024-08-17,P000135,1,23.18,Store
T0031731,C003288,2024-08-17,P000090,1,42.53,Store
T0025813,C002685,2024-08-17,P000056,1,48.28,Online
T0003268,C000337,2024-08-17,P000122,1,44.5,Online
T0028606,C002962,2024-08-17,P000170,5,373.53,App
T0042689,C004448,2024-08-17,P000130,4,978.5,Online
T0042255,C004403,2024-08-17,P000026,1,47.74,Online
T0018407,C001885,2024-08-17,P000173,1,168.91,App
T0026122,C002714,2024-08-17,P000116,3,42.3,App
T0033329,C003453,2024-08-17,P000143,3,76.44,Online
T0031187,C003233,2024-08-17,P000056,1,53.52,Online
T0034056,C003535,2024-08-17,P000163,3,54.46,Online
T0047378,C004967,2024-08-17,P000171,1,145.24,Online
T0046602,C004875,2024-08-17,P000010,3,111.82,App
T0046089,C004806,2024-08-17,P000095,2,498.81,Store
T0006322,C000642,2024-08-17,P000050,2,102.93,Store
T0013399,C001383,2024-08-17,P000170,1,68.71,Store
T0032996,C003417,2024-08-17,P000086,2,107.55,Store
T0006268,C000638,2024-08-17,P000075,2,35.45,Store
T0010882,C001124,2024-08-17,P000044,1,364.73,Online
T0021904,C002256,2024-08-17,P000188,3,887.16,Store
T0012184,C001256,2024-08-18,P000034,1,118.97,App
T0012183,C001256,2024-08-18,P000001,1,322.89,Online
T0014105,C001456,2024-08-18,P000162,3,944.43,Online
T0030079,C003124,2024-08-18,P000180,3,99.61,Online
T0015387,C001586,2024-08-18,P000149,2,86.52,Online
T0013169,C001358,2024-08-18,P000127,2,83.48,App
T0006235,C000635,2024-08-18,P000096,2,145.62,App
T0015690,C001615,2024-08-18,P000054,3,412.31,Store
T0027613,C002877,2024-08-18,P000125,1,216.71,Online
T0028343,C002936,2024-08-18,P000174,1,66.19,Online
T0010987,C001137,2024-08-18,P000120,4,156.85,Online
T0020595,C002119,2024-08-18,P000110,2,55.08,App
T0046479,C004862,2024-08-18,P000185,4,446.16,App
T0009208,C000929,2024-08-18,P000031,2,86.86,Online
T0018723,C001919,2024-08-18,P000125,2,422.63,Online
T0024578,C002542,2024-08-18,P000147,1,302.52,Online
T0018336,C001877,2024-08-18,P000037,2,25.06,Online
T0045157,C004712,2024-08-18,P000150,5,1032.44,Online
T0041611,C004335,2024-08-18,P000113,3,42.66,Online
T0039317,C004105,2024-08-18,P000047,2,63.53,Online
T0008478,C000866,2024-08-18,P000145,1,253.44,Store
T0042481,C004424,2024-08-18,P000028,3,122.44,App
T0030220,C003138,2024-08-18,P000199,3,270.52,Store
T0007737,C000783,2024-08-18,P000072,1,242.75,Online
T0030047,C003120,2024-08-18,P000167,2,524.02,Online
T0008521,C000872,2024-08-18,P000104,1,20.82,Online
T0024386,C002523,2024-08-18,P000028,2,89.0,Store
T0001924,C000202,2024-08-18,P000189,2,112.08,App
T0033182,C003431,2024-08-18,P000080,2,83.79,Store
T0039659,C004142,2024-08-18,P000087,1,56.04,Store
T0028742,C002975,2024-08-18,P000044,1,372.5,Online
T0007127,C000719,2024-08-18,P000019,3,289.6,App
T0041228,C004288,2024-08-18,P000180,4,145.93,App
T0006893,C000699,2024-08-18,P000114,3,180.92,Store
T0026153,C002717,2024-08-18,P000035,1,56.85,Store
T0020271,C002077,2024-08-18,P000171,1,122.45,Online
T0008847,C000898,2024-08-18,P000034,1,123.63,Online
T0044715,C004667,2024-08-18,P000081,2,30.42,Online
T0042401,C004417,2024-08-18,P000113,2,31.04,Online
T0034023,C003532,2024-08-18,P000104,2,38.55,Online
T0047379,C004967,2024-08-18,P000102,3,58.8,Online
T0003605,C000372,2024-08-18,P000193,4,220.73,App
T0017340,C001773,2024-08-18,P000098,3,203.01,App
T0002552,C000261,2024-08-18,P000094,2,60.79,Store
T0011677,C001203,2024-08-18,P000023,2,28.44,Store
T0037564,C003928,2024-08-18,P000139,1,85.05,Online
T0001565,C000162,2024-08-18,P000029,2,40.06,Store
T0022754,C002352,2024-08-18,P000187,2,336.21,App
T0044525,C004643,2024-08-18,P000172,1,59.78,Online
T0045220,C004718,2024-08-18,P000050,3,157.89,Store
T0043549,C004541,2024-08-18,P000003,1,107.61,App
T0014971,C001536,2024-08-18,P000036,1,130.73,Store
T0023220,C002402,2024-08-18,P000146,2,128.15,Store
T0028182,C002924,2024-08-18,P000191,3,521.1,Online
T0039174,C004089,2024-08-18,P000194,1,18.96,Online
T0012931,C001330,2024-08-18,P000008,2,105.09,App
T0037634,C003938,2024-08-18,P000177,1,64.24,Online
T0024720,C002558,2024-08-18,P000189,4,224.13,Online
T0019590,C002005,2024-08-18,P000088,2,252.56,Online
T0037355,C003903,2024-08-18,P000159,2,348.56,Online
T0021986,C002267,2024-08-18,P000057,1,62.73,Store
T0012930,C001330,2024-08-18,P000117,1,54.28,Online
T0020126,C002062,2024-08-18,P000036,3,339.18,App
T0045014,C004694,2024-08-18,P000034,2,228.82,Online
T0044573,C004648,2024-08-18,P000081,4,60.0,App
T0028282,C002932,2024-08-18,P000011,3,109.96,App
T0000151,C000017,2024-08-18,P000003,1,117.77,Online
T0002750,C000285,2024-08-18,P000107,1,24.15,Online
T0028788,C002979,2024-08-18,P000129,2,121.96,Store
T0002863,C000296,2024-08-18,P000057,1,69.54,Store
T0008734,C000886,2024-08-18,P000097,2,168.86,App
T0034036,C003533,2024-08-18,P000129,2,105.15,Online
T0013499,C001392,2024-08-18,P000084,1,39.5,Online
T0014489,C001494,2024-08-18,P000119,2,658.6,Store
T0004002,C000407,2024-08-18,P000094,2,54.3,Online
T0045852,C004784,2024-08-18,P000068,1,60.21,Online
T0037138,C003881,2024-08-19,P000092,1,169.89,Store
T0012780,C001312,2024-08-19,P000174,1,70.05,App
T0034961,C003636,2024-08-19,P000022,1,10.07,Store
T0012492,C001280,2024-08-19,P000118,4,207.18,Online
T0011423,C001174,2024-08-19,P000187,2,337.57,App
T0001973,C000210,2024-08-19,P000014,1,136.97,Store
T0038486,C004024,2024-08-19,P000154,2,79.92,Online
T0047155,C004939,2024-08-19,P000162,1,313.37,App
T0042659,C004445,2024-08-19,P000138,2,17.61,App
T0013586,C001403,2024-08-19,P000196,1,110.98,Online
T0045505,C004752,2024-08-19,P000022,1,11.44,Online
T0020105,C002057,2024-08-19,P000095,2,497.72,App
T0015365,C001584,2024-08-19,P000172,2,112.58,Online
T0001859,C000196,2024-08-19,P000189,3,154.42,App
T0042727,C004452,2024-08-19,P000146,2,119.1,Online
T0028219,C002927,2024-08-19,P000165,1,219.16,Online
T0020252,C002075,2024-08-19,P000021,1,278.1,Online
T0038422,C004019,2024-08-19,P000122,1,44.39,Store
T0010501,C001083,2024-08-19,P000180,1,32.3,App
T0005242,C000531,2024-08-19,P000020,2,112.24,Online
T0028900,C002994,2024-08-19,P000006,1,64.71,Online
T0007102,C000716,2024-08-19,P000132,2,71.67,Online
T0015919,C001637,2024-08-19,P000004,2,97.25,Online
T0016431,C001689,2024-08-19,P000050,1,56.15,Store
T0019129,C001953,2024-08-19,P000130,3,737.7,Store
T0044216,C004607,2024-08-19,P000043,1,37.82,Store
T0020147,C002063,2024-08-19,P000197,3,195.59,Online
T0032037,C003317,2024-08-19,P000060,1,36.71,Online
T0013336,C001374,2024-08-19,P000200,1,43.94,Online
T0022601,C002338,2024-08-19,P000034,2,222.11,App
T0010783,C001114,2024-08-19,P000103,2,255.69,Online
T0014283,C001472,2024-08-19,P000165,1,212.21,Store
T0022087,C002279,2024-08-19,P000182,2,451.03,Online
T0017903,C001831,2024-08-19,P000028,4,176.18,Online
T0039547,C004125,2024-08-19,P000195,2,437.43,Store
