customer_id,signup_date,gender,age,region,plan,tenure_days,is_active,last_activity_date,churned
C002689,2024-09-28,Male,39,East,Basic,306,1,2025-07-21,0
C002690,2023-09-08,Male,40,South,Premium,692,1,2025-06-27,0
C002691,2024-07-30,Female,35,East,Standard,366,1,2025-07-29,0
C002692,2024-03-06,Female,32,East,Premium,512,1,2025-05-23,0
C002693,2024-03-17,Male,29,South,Basic,501,1,2025-06-10,0
C002694,2023-03-09,Male,22,West,Standard,875,1,2025-07-10,0
C002695,2024-01-09,Female,54,East,Premium,569,1,2025-07-20,0
C002696,2023-12-03,Male,38,West,Standard,606,1,2025-07-26,0
C002697,2024-06-05,Male,32,South,Basic,421,0,2025-04-03,1
C002698,2024-12-29,Female,55,South,Basic,214,0,2025-04-10,1
C002699,2023-11-05,Male,57,East,Standard,634,0,2025-04-03,1
C002700,2023-07-18,Female,64,West,Basic,744,0,2024-05-26,1
C002701,2024-11-30,Male,34,South,Standard,243,1,2025-07-03,0
C002702,2023-01-24,Female,38,North,Basic,919,1,2025-05-02,0
C002703,2023-11-04,Female,43,South,Premium,635,1,2025-07-20,0
C002704,2024-02-20,Female,53,East,Basic,527,0,2025-04-27,1
C002705,2023-07-30,Male,37,West,Basic,732,0,2025-04-05,1
C002706,2023-09-28,Female,27,East,Basic,672,1,2025-07-08,0
C002707,2025-01-27,Female,29,West,Standard,185,1,2025-06-10,0
C002708,2023-09-22,Female,48,West,Standard,678,0,2025-02-14,1
C002709,2023-12-14,Female,43,South,Standard,595,1,2025-06-15,0
C002710,2023-03-22,Female,35,East,Standard,862,1,2025-07-27,0
C002711,2024-05-08,Female,34,East,Basic,449,1,2025-06-13,0
C002712,2023-07-17,Male,35,West,Premium,745,1,2025-07-05,0
C002713,2025-03-31,Male,49,North,Premium,122,1,2025-06-30,0
C002714,2023-02-05,Female,29,North,Basic,907,1,2025-07-16,0
C002715,2023-03-28,Male,24,North,Premium,856,1,2025-06-24,0
C002716,2023-11-17,Unknown,55,East,Standard,622,0,2025-04-17,1
C002717,2024-02-27,Female,37,North,Standard,520,1,2025-07-09,0
C002718,2025-01-31,Female,36,East,Standard,181,1,2025-07-14,0
C002719,2024-12-28,Male,43,West,Premium,215,1,2025-07-04,0
C002720,2025-01-11,Male,27,South,Premium,201,1,2025-06-22,0
C002721,2024-07-31,Female,44,East,Standard,365,1,2025-06-21,0
C002722,2024-11-08,Female,33,West,Basic,265,0,2024-11-30,1
C002723,2023-11-06,Unknown,48,East,Standard,633,1,2025-07-07,0
C002724,2024-01-07,Male,21,North,Basic,571,1,2025-05-13,0
C002725,2023-06-09,Male,41,South,Standard,783,1,2025-05-22,0
C002726,2025-02-05,Male,34,South,Premium,176,1,2025-07-30,0
C002727,2025-02-22,Female,29,North,Basic,159,1,2025-07-27,0
C002728,2023-05-01,Male,44,East,Basic,822,1,2025-06-29,0
C002729,2023-04-09,Male,35,West,Standard,844,1,2025-06-26,0
C002730,2024-02-14,Male,41,East,Basic,533,1,2025-05-10,0
C002731,2024-03-09,Male,49,South,Basic,509,0,2025-04-26,1
C002732,2024-08-02,Unknown,44,South,Standard,363,1,2025-06-27,0
C002733,2023-06-19,Female,26,West,Premium,773,1,2025-06-29,0
C002734,2024-12-03,Male,31,West,Standard,240,0,2024-12-05,1
C002735,2024-03-15,Male,41,South,Standard,503,0,2025-03-02,1
C002736,2025-03-21,Male,44,South,Standard,132,1,2025-07-27,0
C002737,2024-05-31,Male,33,East,Basic,426,1,2025-07-18,0
C002738,2024-01-03,Male,38,South,Premium,575,1,2025-07-28,0
C002739,2024-02-15,Female,38,North,Standard,532,1,2025-06-14,0
C002740,2023-01-12,Male,40,South,Premium,931,1,2025-07-03,0
C002741,2023-09-15,Male,25,South,Premium,685,1,2025-07-24,0
C002742,2024-03-09,Male,22,North,Basic,509,0,2025-02-22,1
C002743,2024-07-11,Female,18,North,Premium,385,1,2025-06-27,0
C002744,2025-01-03,Female,38,North,Premium,209,1,2025-07-03,0
C002745,2023-03-07,Female,23,East,Standard,877,1,2025-06-26,0
C002746,2023-10-27,Female,58,East,Basic,643,1,2025-06-06,0
C002747,2023-03-20,Female,43,North,Standard,864,1,2025-06-19,0
C002748,2023-10-06,Male,25,West,Basic,664,0,2025-04-11,1
C002749,2023-12-17,Female,48,South,Standard,592,1,2025-07-20,0
C002750,2023-01-21,Male,48,North,Basic,922,0,2024-12-15,1
C002751,2024-12-20,Male,49,North,Standard,223,1,2025-05-02,0
C002752,2024-03-06,Female,28,East,Premium,512,1,2025-05-29,0
C002753,2024-03-06,Male,44,North,Basic,512,1,2025-05-24,0
C002754,2024-01-23,Female,49,North,Standard,555,1,2025-06-20,0
C002755,2023-11-13,Male,52,East,Basic,626,0,2025-04-07,1
C002756,2024-04-08,Female,21,South,Standard,479,1,2025-07-20,0
C002757,2024-10-21,Female,34,East,Standard,283,1,2025-06-04,0
C002758,2023-06-12,Unknown,28,West,Basic,780,1,2025-07-03,0
C002759,2025-01-15,Female,55,West,Standard,197,1,2025-07-19,0
C002760,2023-08-30,Female,41,North,Premium,701,1,2025-07-22,0
C002761,2023-04-10,Female,45,North,Basic,843,1,2025-07-15,0
C002762,2024-11-30,Male,41,West,Standard,243,1,2025-06-15,0
C002763,2024-08-07,Male,40,East,Standard,358,1,2025-07-19,0
C002764,2023-03-19,Female,28,East,Basic,865,1,2025-07-14,0
C002765,2024-07-19,Unknown,32,North,Premium,377,1,2025-07-26,0
C002766,2023-11-09,Female,37,North,Standard,630,1,2025-06-08,0
C002767,2024-08-20,Female,30,North,Basic,345,0,2025-02-16,1
C002768,2024-10-28,Female,28,South,Basic,276,1,2025-06-21,0
C002769,2023-06-20,Male,34,North,Standard,772,1,2025-07-17,0
C002770,2023-12-21,Male,30,South,Standard,588,0,2025-03-16,1
C002771,2023-03-19,Male,37,East,Standard,865,1,2025-06-27,0
C002772,2024-07-14,Male,32,North,Standard,382,1,2025-06-08,0
C002773,2024-12-28,Female,30,North,Standard,215,1,2025-05-25,0
C002774,2023-02-01,Unknown,27,South,Basic,911,0,2025-04-09,1
C002775,2023-10-12,Female,37,North,Standard,658,1,2025-05-23,0
C002776,2023-05-02,Male,45,North,Premium,821,1,2025-07-27,0
C002777,2024-03-30,Male,43,North,Premium,488,1,2025-07-09,0
C002778,2024-06-23,Male,21,South,Basic,403,1,2025-05-16,0
C002779,2024-12-24,Female,45,East,Standard,219,1,2025-06-23,0
C002780,2023-01-12,Male,43,North,Basic,931,0,2025-04-01,1
C002781,2023-09-29,Male,45,East,Basic,671,0,2025-02-20,1
C002782,2024-07-23,Male,47,West,Standard,373,1,2025-07-08,0
C002783,2024-04-21,Male,29,East,Basic,466,1,2025-06-02,0
C002784,2024-11-27,Female,34,North,Basic,246,1,2025-05-18,0
C002785,2023-05-01,Male,54,South,Standard,822,1,2025-07-09,0
C002786,2024-03-22,Male,54,East,Premium,496,1,2025-06-27,0
C002787,2023-07-28,Male,36,West,Premium,734,1,2025-07-21,0
C002788,2024-10-31,Male,43,West,Standard,273,1,2025-07-28,0
C002789,2024-08-10,Female,43,South,Standard,355,1,2025-06-28,0
C002790,2023-09-08,Female,54,East,Basic,692,1,2025-06-30,0
C002791,2024-01-20,Male,40,West,Standard,558,1,2025-07-15,0
C002792,2024-12-15,Female,24,West,Premium,228,1,2025-07-15,0
C002793,2024-06-10,Male,32,South,Premium,416,1,2025-06-18,0
C002794,2023-05-06,Female,68,North,Standard,817,1,2025-07-27,0
C002795,2024-06-07,Male,24,North,Basic,419,0,2024-10-01,1
C002796,2024-11-05,Male,37,South,Basic,268,1,2025-07-23,0
C002797,2024-10-14,Female,60,East,Basic,290,1,2025-06-21,0
C002798,2024-12-06,Female,29,West,Premium,237,0,2025-03-20,1
C002799,2024-09-27,Female,18,West,Basic,307,1,2025-07-15,0
C002800,2024-06-07,Male,18,North,Standard,419,1,2025-07-16,0
C002801,2024-10-04,Male,29,East,Basic,300,0,2025-04-29,1
C002802,2023-01-29,Unknown,19,South,Standard,914,0,2025-03-21,1
C002803,2023-02-25,Male,47,East,Standard,887,1,2025-07-26,0
C002804,2023-01-11,Male,39,East,Standard,932,1,2025-06-17,0
C002805,2024-12-07,Male,18,North,Standard,236,0,2025-03-26,1
C002806,2023-08-25,Male,21,North,Standard,706,1,2025-05-30,0
C002807,2023-02-28,Male,49,North,Basic,884,0,2025-03-25,1
C002808,2024-12-04,Female,38,North,Basic,239,1,2025-06-01,0
C002809,2024-12-03,Male,51,West,Premium,240,1,2025-07-12,0
C002810,2024-12-10,Female,48,North,Basic,233,0,2025-04-09,1
C002811,2023-10-12,Male,25,North,Basic,658,1,2025-06-24,0
C002812,2024-03-06,Male,45,North,Basic,512,0,2025-03-28,1
C002813,2024-03-28,Female,42,West,Basic,490,1,2025-05-10,0
C002814,2023-09-03,Female,18,South,Standard,697,1,2025-07-13,0
C002815,2023-10-06,Female,23,North,Standard,664,1,2025-07-06,0
C002816,2023-09-10,Female,61,East,Premium,690,1,2025-07-26,0
C002817,2023-09-27,Male,27,South,Standard,673,1,2025-07-04,0
C002818,2023-05-04,Female,41,South,Basic,819,0,2025-02-01,1
C002819,2023-07-02,Female,35,East,Standard,760,0,2025-04-17,1
C002820,2024-11-11,Male,38,North,Premium,262,1,2025-06-13,0
C002821,2023-01-14,Female,35,West,Premium,929,1,2025-07-05,0
C002822,2024-10-21,Female,46,East,Basic,283,1,2025-05-23,0
C002823,2025-02-21,Male,46,East,Basic,160,1,2025-07-31,0
C002824,2024-12-15,Male,38,North,Premium,228,1,2025-07-06,0
C002825,2024-12-14,Male,27,West,Standard,229,1,2025-06-11,0
C002826,2024-05-29,Female,31,East,Standard,428,1,2025-05-13,0
C002827,2024-09-03,Male,21,North,Basic,331,0,2025-01-19,1
C002828,2024-01-18,Male,33,North,Standard,560,1,2025-07-28,0
C002829,2024-01-16,Male,19,South,Basic,562,0,2025-02-13,1
C002830,2024-08-01,Female,39,West,Basic,364,1,2025-07-17,0
C002831,2023-09-23,Female,39,West,Basic,677,1,2025-07-16,0
C002832,2023-02-14,Female,47,East,Basic,898,1,2025-06-26,0
C002833,2023-02-15,Male,24,South,Standard,897,0,2025-03-21,1
C002834,2024-03-01,Female,25,North,Basic,517,1,2025-06-15,0
C002835,2025-02-14,Female,52,East,Basic,167,1,2025-06-27,0
C002836,2023-12-06,Female,23,West,Basic,603,1,2025-05-30,0
C002837,2024-10-24,Male,57,South,Basic,280,1,2025-06-29,0
C002838,2023-12-01,Male,27,North,Basic,608,1,2025-06-03,0
C002839,2024-12-09,Female,27,North,Basic,234,0,2025-04-08,1
C002840,2023-08-27,Male,45,North,Basic,704,1,2025-05-31,0
C002841,2024-10-29,Female,42,East,Standard,275,0,2025-04-25,1
C002842,2024-12-08,Female,53,West,Basic,235,1,2025-06-21,0
C002843,2025-03-23,Female,18,South,Basic,130,1,2025-06-21,0
C002844,2024-05-18,Female,42,South,Premium,439,1,2025-06-15,0
C002845,2023-12-14,Female,36,South,Standard,595,1,2025-07-28,0
C002846,2023-06-04,Male,26,West,Premium,788,1,2025-07-07,0
C002847,2023-07-25,Male,55,South,Standard,737,1,2025-07-16,0
C002848,2024-02-06,Male,39,North,Premium,541,1,2025-07-13,0
C002849,2023-01-27,Female,36,North,Basic,916,0,2025-03-02,1
C002850,2023-10-04,Male,41,South,Standard,666,1,2025-07-15,0
C002851,2024-09-06,Male,19,West,Standard,328,1,2025-05-23,0
C002852,2023-05-01,Female,24,South,Premium,822,1,2025-06-12,0
C002853,2023-07-19,Female,33,South,Basic,743,1,2025-07-08,0
C002854,2024-08-04,Unknown,40,East,Premium,361,0,2025-04-25,1
C002855,2025-03-21,Female,49,South,Standard,132,1,2025-06-04,0
C002856,2023-07-28,Female,28,North,Standard,734,1,2025-07-29,0
C002857,2024-07-06,Female,25,West,Premium,390,1,2025-07-02,0
C002858,2023-11-27,Unknown,42,East,Premium,612,1,2025-07-20,0
C002859,2023-01-18,Female,35,East,Standard,925,1,2025-05-18,0
C002860,2023-06-18,Female,18,East,Basic,774,1,2025-06-20,0
C002861,2024-04-23,Female,27,West,Basic,464,1,2025-05-18,0
C002862,2023-10-01,Female,35,South,Basic,669,1,2025-07-25,0
C002863,2023-12-29,Male,35,South,Basic,580,1,2025-05-20,0
C002864,2024-06-27,Male,37,South,Basic,399,1,2025-07-08,0
C002865,2023-10-03,Male,23,South,Standard,667,1,2025-06-25,0
C002866,2024-01-12,Male,35,North,Premium,566,1,2025-07-23,0
C002867,2024-07-05,Male,46,West,Basic,391,0,2024-09-11,1
C002868,2024-07-26,Male,18,West,Standard,370,1,2025-06-30,0
C002869,2025-02-05,Male,34,South,Basic,176,1,2025-07-04,0
C002870,2024-07-12,Female,20,South,Premium,384,0,2025-03-12,1
C002871,2024-11-01,Female,36,North,Basic,272,0,2025-03-11,1
C002872,2025-03-03,Male,21,West,Standard,150,1,2025-06-26,0
C002873,2025-01-24,Female,38,South,Premium,188,1,2025-07-31,0
C002874,2024-08-26,Female,53,East,Basic,339,1,2025-06-15,0
C002875,2025-03-10,Female,27,West,Standard,143,1,2025-05-26,0
C002876,2023-07-17,Female,28,South,Premium,745,0,2025-04-25,1
C002877,2023-08-21,Male,32,West,Basic,710,1,2025-06-26,0
C002878,2024-11-28,Male,40,South,Premium,245,1,2025-07-06,0
C002879,2025-03-08,Male,26,East,Premium,145,1,2025-07-03,0
C002880,2023-11-25,Male,33,South,Basic,614,1,2025-05-07,0
C002881,2024-05-17,Female,30,South,Basic,440,1,2025-06-22,0
C002882,2025-01-18,Male,32,West,Standard,194,1,2025-07-21,0
C002883,2025-03-09,Male,40,East,Premium,144,1,2025-06-26,0
C002884,2023-02-27,Male,42,South,Basic,885,1,2025-05-15,0
C002885,2024-07-09,Male,22,North,Standard,387,1,2025-06-28,0
C002886,2023-01-17,Female,40,North,Basic,926,0,2025-04-27,1
C002887,2025-01-22,Female,68,East,Premium,190,1,2025-06-25,0
C002888,2023-01-25,Male,52,South,Standard,918,1,2025-07-10,0
C002889,2023-07-20,Male,30,West,Standard,742,1,2025-06-21,0
C002890,2024-08-21,Male,38,South,Standard,344,1,2025-06-20,0
C002891,2024-04-13,Male,36,South,Premium,474,1,2025-07-13,0
C002892,2024-10-13,Female,41,West,Basic,291,1,2025-05-23,0
C002893,2023-10-24,Male,32,South,Standard,646,0,2024-12-27,1
C002894,2024-01-29,Female,34,West,Basic,549,1,2025-05-16,0
C002895,2023-06-08,Female,29,East,Standard,784,1,2025-07-29,0
C002896,2023-05-19,Male,47,North,Standard,804,0,2025-03-30,1
C002897,2023-05-31,Male,40,East,Basic,792,0,2025-02-26,1
C002898,2023-03-20,Unknown,40,North,Standard,864,1,2025-07-21,0
C002899,2024-01-05,Female,49,South,Standard,573,1,2025-07-23,0
C002900,2024-07-05,Female,49,North,Premium,391,1,2025-07-20,0
C002901,2024-03-31,Female,47,East,Basic,487,1,2025-05-25,0
C002902,2023-01-22,Female,49,North,Basic,921,1,2025-07-03,0
C002903,2023-09-19,Male,52,South,Premium,681,1,2025-07-21,0
C002904,2024-04-21,Female,27,South,Premium,466,1,2025-05-20,0
C002905,2023-01-11,Male,34,North,Standard,932,1,2025-05-13,0
C002906,2024-10-10,Female,44,North,Premium,294,1,2025-07-16,0
C002907,2023-07-04,Unknown,28,South,Standard,758,1,2025-07-19,0
C002908,2024-04-06,Female,33,North,Premium,481,1,2025-06-01,0
C002909,2023-08-19,Male,38,North,Standard,712,1,2025-06-12,0
C002910,2023-06-12,Male,34,North,Basic,780,1,2025-07-02,0
C002911,2023-06-30,Female,37,West,Basic,762,1,2025-05-27,0
C002912,2023-05-26,Female,25,East,Premium,797,1,2025-07-29,0
C002913,2023-07-06,Female,36,South,Basic,756,1,2025-06-16,0
C002914,2023-08-13,Unknown,38,West,Premium,718,1,2025-06-12,0
C002915,2023-11-24,Female,53,North,Standard,615,1,2025-07-28,0
C002916,2023-08-11,Male,34,South,Basic,720,1,2025-05-09,0
C002917,2024-10-11,Male,30,West,Standard,293,1,2025-06-30,0
C002918,2024-03-13,Male,44,East,Standard,505,1,2025-06-24,0
C002919,2023-01-24,Female,18,West,Standard,919,1,2025-06-06,0
C002920,2024-06-10,Female,33,West,Basic,416,1,2025-06-19,0
C002921,2024-02-10,Female,31,North,Premium,537,1,2025-07-02,0
C002922,2024-02-29,Male,39,West,Standard,518,1,2025-05-14,0
C002923,2024-05-10,Male,49,West,Premium,447,1,2025-06-29,0
C002924,2024-08-12,Male,52,South,Standard,353,0,2025-02-07,1
C002925,2024-06-11,Female,39,West,Basic,415,1,2025-07-23,0
C002926,2023-11-05,Male,21,North,Standard,634,1,2025-06-18,0
C002927,2023-01-18,Male,31,East,Premium,925,1,2025-06-18,0
C002928,2023-08-31,Male,32,North,Basic,700,1,2025-05-14,0
C002929,2023-12-26,Female,40,North,Premium,583,1,2025-07-28,0
C002930,2024-09-04,Male,37,East,Standard,330,1,2025-05-27,0
C002931,2024-07-12,Female,30,South,Premium,384,1,2025-07-18,0
C002932,2023-02-17,Female,24,East,Premium,895,1,2025-05-28,0
C002933,2023-08-04,Female,28,East,Standard,727,1,2025-07-24,0
C002934,2024-04-06,Female,27,South,Standard,481,1,2025-07-15,0
C002935,2024-04-30,Male,53,North,Standard,457,1,2025-07-11,0
C002936,2023-04-22,Male,29,East,Premium,831,1,2025-07-03,0
C002937,2024-03-08,Female,37,West,Standard,510,1,2025-06-19,0
C002938,2024-11-14,Female,46,East,Standard,259,1,2025-07-24,0
C002939,2023-10-05,Unknown,38,East,Standard,665,1,2025-05-12,0
C002940,2023-02-17,Female,26,South,Standard,895,1,2025-07-22,0
C002941,2024-11-14,Male,46,South,Standard,259,1,2025-05-15,0
C002942,2023-08-21,Male,40,South,Basic,710,1,2025-05-04,0
C002943,2024-12-02,Female,18,West,Basic,241,1,2025-07-31,0
C002944,2023-11-18,Male,49,East,Premium,621,1,2025-06-03,0
C002945,2024-07-29,Male,45,South,Premium,367,1,2025-07-26,0
C002946,2024-05-09,Female,40,South,Basic,448,1,2025-05-14,0
C002947,2023-01-04,Male,53,South,Premium,939,1,2025-07-19,0
C002948,2023-11-26,Male,45,East,Basic,613,1,2025-06-28,0
C002949,2024-11-20,Female,48,South,Standard,253,1,2025-06-10,0
C002950,2024-11-25,Female,47,East,Basic,248,0,2025-03-20,1
C002951,2023-08-29,Male,44,South,Premium,702,1,2025-05-30,0
C002952,2025-02-23,Female,19,South,Premium,158,1,2025-07-23,0
C002953,2023-02-15,Female,20,West,Standard,897,0,2025-05-01,1
C002954,2024-08-26,Male,45,South,Basic,339,1,2025-06-17,0
C002955,2024-04-29,Male,49,West,Standard,458,1,2025-07-05,0
C002956,2023-10-01,Male,29,North,Standard,669,1,2025-07-20,0
C002957,2023-06-06,Female,25,North,Basic,786,1,2025-07-08,0
C002958,2023-01-21,Male,39,South,Basic,922,1,2025-06-07,0
C002959,2023-07-31,Unknown,22,West,Standard,731,0,2024-04-21,1
C002960,2025-02-08,Female,35,East,Basic,173,0,2025-04-30,1
C002961,2024-05-06,Female,33,North,Basic,451,1,2025-07-11,0
C002962,2023-02-03,Female,34,North,Standard,909,0,2025-01-10,1
C002963,2024-09-06,Female,55,East,Standard,328,1,2025-07-21,0
C002964,2023-06-10,Male,30,South,Premium,782,1,2025-07-06,0
C002965,2023-11-07,Male,37,South,Basic,632,1,2025-07-07,0
C002966,2023-06-14,Female,23,South,Standard,778,1,2025-07-20,0
C002967,2024-08-08,Male,46,East,Basic,357,1,2025-07-13,0
C002968,2025-03-05,Male,35,North,Basic,148,1,2025-07-10,0
C002969,2024-06-28,Female,48,North,Standard,398,1,2025-07-19,0
C002970,2024-01-31,Female,18,South,Basic,547,0,2025-03-03,1
C002971,2024-08-06,Male,36,North,Basic,359,0,2024-08-20,1
C002972,2023-03-10,Female,38,South,Standard,874,1,2025-06-23,0
C002973,2024-11-12,Male,46,West,Standard,261,0,2025-02-25,1
C002974,2023-12-03,Female,30,North,Premium,606,1,2025-05-04,0
C002975,2023-03-09,Male,44,North,Basic,875,1,2025-07-28,0
C002976,2023-01-03,Female,31,North,Standard,940,1,2025-07-11,0
C002977,2025-01-23,Male,37,West,Basic,189,0,2025-03-26,1
C002978,2024-12-22,Female,46,North,Basic,221,1,2025-06-28,0
C002979,2023-05-26,Male,27,West,Premium,797,1,2025-07-19,0
C002980,2025-02-25,Male,44,South,Standard,156,1,2025-06-13,0
C002981,2024-01-17,Female,40,South,Basic,561,1,2025-06-26,0
C002982,2023-04-16,Male,33,North,Standard,837,1,2025-07-22,0
C002983,2024-12-18,Male,30,East,Premium,225,1,2025-06-26,0
C002984,2023-04-02,Male,18,East,Basic,851,0,2024-10-20,1
C002985,2025-03-08,Female,36,South,Basic,145,1,2025-07-07,0
C002986,2023-01-28,Female,33,South,Basic,915,1,2025-05-28,0
C002987,2025-02-21,Male,43,South,Premium,160,1,2025-07-19,0
C002988,2024-07-02,Female,42,South,Basic,394,1,2025-05-08,0
C002989,2025-03-30,Male,47,South,Basic,123,0,2025-04-05,1
C002990,2024-05-06,Female,48,South,Standard,451,1,2025-06-23,0
C002991,2024-09-10,Male,68,East,Standard,324,1,2025-07-01,0
C002992,2024-11-19,Female,42,South,Premium,254,1,2025-07-13,0
C002993,2023-02-19,Male,28,South,Basic,893,1,2025-07-26,0
C002994,2024-03-19,Unknown,45,South,Standard,499,1,2025-06-24,0
C002995,2025-01-09,Male,53,North,Premium,203,1,2025-07-08,0
C002996,2024-11-24,Male,41,South,Basic,249,1,2025-07-04,0
C002997,2023-09-24,Male,18,North,Basic,676,1,2025-05-07,0
C002998,2024-05-19,Female,42,North,Standard,438,1,2025-06-03,0
C002999,2023-09-17,Female,30,West,Standard,683,1,2025-05-05,0
C003000,2024-10-03,Female,23,South,Basic,301,1,2025-06-26,0
C003001,2024-07-04,Female,38,South,Basic,392,1,2025-07-22,0
C003002,2023-03-15,Female,21,West,Standard,869,0,2025-01-31,1
C003003,2023-09-27,Female,47,North,Standard,673,0,2025-03-27,1
C003004,2025-03-17,Male,44,West,Premium,136,1,2025-07-24,0
C003005,2023-11-27,Female,36,North,Premium,612,1,2025-07-29,0
C003006,2024-02-21,Male,31,East,Basic,526,0,2025-04-30,1
C003007,2024-06-28,Female,35,East,Premium,398,0,2025-03-11,1
C003008,2024-03-25,Female,26,West,Basic,493,0,2025-03-22,1
C003009,2024-06-06,Female,36,East,Premium,420,1,2025-07-18,0
C003010,2023-01-16,Female,18,South,Standard,927,1,2025-07-12,0
C003011,2024-10-18,Female,37,East,Standard,286,0,2025-04-18,1
C003012,2023-08-10,Female,38,North,Standard,721,0,2025-01-22,1
C003013,2024-05-17,Male,45,East,Basic,440,1,2025-05-08,0
C003014,2024-12-02,Male,39,North,Basic,241,0,2025-01-09,1
C003015,2023-02-28,Female,46,East,Basic,884,0,2024-12-26,1
C003016,2024-03-11,Unknown,42,East,Premium,507,0,2025-04-26,1
C003017,2023-08-07,Male,47,West,Standard,724,1,2025-06-30,0
C003018,2023-05-20,Male,63,South,Basic,803,1,2025-07-21,0
C003019,2025-03-30,Male,41,West,Premium,123,1,2025-06-28,0
C003020,2023-03-11,Male,38,North,Basic,873,1,2025-07-27,0
C003021,2024-06-16,Female,48,North,Premium,410,0,2025-04-04,1
C003022,2023-03-10,Female,32,South,Standard,874,0,2025-04-06,1
C003023,2024-06-17,Female,35,East,Standard,409,1,2025-06-08,0
C003024,2024-12-30,Female,41,East,Basic,213,0,2025-01-21,1
C003025,2025-03-31,Female,37,East,Premium,122,0,2025-04-18,1
C003026,2023-03-29,Male,37,South,Basic,855,1,2025-05-31,0
C003027,2023-05-12,Male,45,East,Basic,811,1,2025-06-26,0
C003028,2024-10-20,Female,20,North,Standard,284,1,2025-07-25,0
C003029,2023-03-25,Male,57,North,Premium,859,1,2025-07-19,0
C003030,2023-02-02,Male,41,North,Basic,910,1,2025-05-17,0
C003031,2023-11-21,Male,32,East,Standard,618,1,2025-06-24,0
C003032,2024-07-17,Male,53,South,Standard,379,1,2025-05-16,0
C003033,2023-04-26,Male,38,North,Standard,827,1,2025-07-23,0
C003034,2023-03-18,Female,38,East,Standard,866,1,2025-07-25,0
C003035,2023-01-14,Male,34,South,Basic,929,1,2025-07-07,0
C003036,2024-10-23,Female,51,West,Basic,281,1,2025-05-23,0
C003037,2025-02-03,Male,36,South,Standard,178,1,2025-07-28,0
C003038,2024-01-07,Female,31,North,Basic,571,1,2025-06-07,0
C003039,2024-08-19,Female,46,West,Standard,346,0,2025-03-05,1
C003040,2023-01-02,Female,48,North,Basic,941,1,2025-06-01,0
C003041,2024-09-23,Female,53,East,Standard,311,1,2025-06-28,0
C003042,2024-12-21,Male,43,South,Standard,222,1,2025-07-26,0
C003043,2024-06-30,Male,48,North,Premium,396,1,2025-07-14,0
C003044,2024-03-13,Male,34,East,Standard,505,1,2025-07-29,0
C003045,2023-12-23,Male,47,North,Basic,586,1,2025-05-03,0
C003046,2024-05-22,Male,44,West,Basic,435,1,2025-07-04,0
C003047,2025-03-15,Female,42,North,Standard,138,1,2025-06-03,0
C003048,2023-08-15,Female,21,South,Standard,716,1,2025-05-16,0
C003049,2023-04-19,Female,33,East,Standard,834,1,2025-07-24,0
C003050,2023-11-16,Female,36,North,Standard,623,1,2025-06-09,0
C003051,2024-06-09,Female,42,South,Premium,417,1,2025-05-14,0
C003052,2025-01-15,Female,61,West,Premium,197,1,2025-06-10,0
C003053,2024-06-02,Female,45,East,Basic,424,1,2025-06-27,0
C003054,2024-10-04,Male,28,South,Standard,300,1,2025-07-29,0
C003055,2023-06-07,Male,32,East,Basic,785,1,2025-07-05,0
C003056,2023-02-10,Unknown,50,West,Basic,902,0,2024-10-27,1
C003057,2025-01-18,Female,31,North,Standard,194,0,2025-04-22,1
C003058,2023-12-11,Female,47,East,Standard,598,1,2025-07-22,0
C003059,2024-12-19,Male,38,North,Basic,224,1,2025-05-19,0
C003060,2024-10-02,Female,35,West,Premium,302,1,2025-07-18,0
C003061,2024-12-07,Male,31,East,Basic,236,1,2025-07-29,0
C003062,2024-06-09,Male,18,West,Basic,417,1,2025-06-24,0
C003063,2024-02-02,Male,42,West,Basic,545,1,2025-07-26,0
C003064,2024-11-16,Female,26,North,Standard,257,1,2025-06-29,0
C003065,2023-08-05,Male,22,North,Basic,726,1,2025-06-26,0
C003066,2024-05-04,Male,39,South,Basic,453,0,2024-10-14,1
C003067,2023-03-05,Male,47,South,Basic,879,1,2025-07-10,0
C003068,2023-03-07,Female,20,East,Basic,877,1,2025-07-03,0
C003069,2023-07-02,Female,47,West,Basic,760,1,2025-07-13,0
C003070,2024-04-03,Female,27,South,Basic,484,1,2025-06-02,0
C003071,2023-02-03,Male,43,South,Basic,909,1,2025-06-28,0
C003072,2023-08-09,Female,42,West,Standard,722,1,2025-05-14,0
C003073,2025-01-03,Female,34,North,Basic,209,1,2025-06-12,0
C003074,2023-07-05,Female,37,North,Standard,757,0,2024-09-09,1
C003075,2024-07-27,Male,33,East,Basic,369,0,2024-11-14,1
C003076,2023-10-18,Female,39,South,Basic,652,1,2025-06-20,0
C003077,2024-03-09,Unknown,39,West,Standard,509,1,2025-07-12,0
C003078,2024-12-25,Male,27,South,Standard,218,0,2025-04-22,1
C003079,2023-03-23,Male,23,East,Premium,861,1,2025-07-26,0
C003080,2025-03-12,Male,47,East,Basic,141,1,2025-07-31,0
C003081,2024-02-08,Female,39,North,Premium,539,0,2025-04-20,1
C003082,2023-08-25,Male,45,North,Standard,706,1,2025-06-17,0
C003083,2024-09-05,Male,30,North,Premium,329,1,2025-07-26,0
C003084,2023-02-08,Male,28,North,Premium,904,1,2025-05-26,0
C003085,2023-10-24,Female,26,South,Basic,646,1,2025-05-30,0
